sample,Test_size,alpha,actual_prop,pred_prop,abs_error,accuracy,quantifier
6,30,0.95,0.93,0.85,0.08,0.93,T50
6,30,0.95,0.93,0.9,0.03,0.97,MS
6,30,0.95,0.93,0.94,0.01,1.0,HDy
6,30,0.95,0.93,0.95,0.02,1.0,DyS
6,30,0.95,0.93,0.89,0.04,0.93,SORD
6,30,0.95,0.93,0.82,0.11,0.9,SMM
7,30,0.95,0.93,0.93,0.0,0.87,CC
7,30,0.95,0.93,0.98,0.05,0.9,ACC
7,30,0.95,0.93,0.81,0.12,0.87,PCC
7,30,0.95,0.93,0.84,0.09,0.9,PACC
7,30,0.95,0.93,0.94,0.01,0.87,X
7,30,0.95,0.93,0.96,0.03,0.9,MAX
7,30,0.95,0.93,0.98,0.05,0.93,T50
7,30,0.95,0.93,1.0,0.07,0.93,MS
7,30,0.95,0.93,0.98,0.05,0.93,HDy
7,30,0.95,0.93,0.98,0.05,0.93,DyS
7,30,0.95,0.93,0.99,0.06,0.93,SORD
7,30,0.95,0.93,0.87,0.06,0.87,SMM
8,30,0.95,0.93,0.93,0.0,1.0,CC
8,30,0.95,0.93,0.98,0.05,0.97,ACC
8,30,0.95,0.93,0.78,0.15,0.83,PCC
8,30,0.95,0.93,0.8,0.13,0.87,PACC
8,30,0.95,0.93,1.0,0.07,0.93,X
8,30,0.95,0.93,1.0,0.07,0.93,MAX
8,30,0.95,0.93,0.72,0.21,0.8,T50
8,30,0.95,0.93,0.93,0.0,1.0,MS
8,30,0.95,0.93,0.97,0.04,0.97,HDy
8,30,0.95,0.93,0.97,0.04,0.97,DyS
8,30,0.95,0.93,0.93,0.0,1.0,SORD
8,30,0.95,0.93,0.83,0.1,0.9,SMM
9,30,0.95,0.93,0.9,0.03,0.97,CC
9,30,0.95,0.93,0.94,0.01,0.93,ACC
9,30,0.95,0.93,0.76,0.17,0.83,PCC
9,30,0.95,0.93,0.77,0.16,0.83,PACC
9,30,0.95,0.93,0.9,0.03,0.97,X
9,30,0.95,0.93,0.92,0.01,0.93,MAX
9,30,0.95,0.93,0.92,0.01,0.97,T50
9,30,0.95,0.93,0.88,0.05,0.93,MS
9,30,0.95,0.93,0.95,0.02,0.97,HDy
9,30,0.95,0.93,0.95,0.02,0.97,DyS
9,30,0.95,0.93,0.88,0.05,0.93,SORD
9,30,0.95,0.93,0.81,0.12,0.87,SMM
10,30,0.95,0.93,0.93,0.0,1.0,CC
10,30,0.95,0.93,0.98,0.05,0.97,ACC
10,30,0.95,0.93,0.81,0.12,0.9,PCC
10,30,0.95,0.93,0.83,0.1,0.9,PACC
10,30,0.95,0.93,1.0,0.07,0.93,X
10,30,0.95,0.93,1.0,0.07,0.93,MAX
10,30,0.95,0.93,0.85,0.08,0.9,T50
10,30,0.95,0.93,0.97,0.04,0.97,MS
10,30,0.95,0.93,0.98,0.05,0.93,HDy
10,30,0.95,0.93,0.98,0.05,0.93,DyS
10,30,0.95,0.93,0.97,0.04,0.97,SORD
10,30,0.95,0.93,0.87,0.06,0.93,SMM
1,30,1.0,1.0,0.93,0.07,0.93,CC
1,30,1.0,1.0,0.98,0.02,0.97,ACC
1,30,1.0,1.0,0.83,0.17,0.83,PCC
1,30,1.0,1.0,0.86,0.14,0.87,PACC
1,30,1.0,1.0,0.94,0.06,0.93,X
1,30,1.0,1.0,0.92,0.08,0.93,MAX
1,30,1.0,1.0,1.0,0.0,1.0,T50
1,30,1.0,1.0,1.0,0.0,1.0,MS
1,30,1.0,1.0,0.98,0.02,0.97,HDy
1,30,1.0,1.0,0.98,0.02,0.97,DyS
1,30,1.0,1.0,1.0,0.0,1.0,SORD
1,30,1.0,1.0,0.9,0.1,0.9,SMM
2,30,1.0,1.0,0.97,0.03,0.97,CC
2,30,1.0,1.0,1.0,0.0,1.0,ACC
2,30,1.0,1.0,0.86,0.14,0.83,PCC
2,30,1.0,1.0,0.89,0.11,0.9,PACC
2,30,1.0,1.0,1.0,0.0,1.0,X
2,30,1.0,1.0,1.0,0.0,1.0,MAX
2,30,1.0,1.0,1.0,0.0,1.0,T50
2,30,1.0,1.0,1.0,0.0,1.0,MS
2,30,1.0,1.0,0.98,0.02,1.0,HDy
2,30,1.0,1.0,0.98,0.02,1.0,DyS
2,30,1.0,1.0,1.0,0.0,1.0,SORD
2,30,1.0,1.0,0.92,0.08,0.93,SMM
3,30,1.0,1.0,0.93,0.07,0.93,CC
3,30,1.0,1.0,0.98,0.02,0.97,ACC
3,30,1.0,1.0,0.82,0.18,0.83,PCC
3,30,1.0,1.0,0.84,0.16,0.83,PACC
3,30,1.0,1.0,1.0,0.0,1.0,X
3,30,1.0,1.0,1.0,0.0,1.0,MAX
3,30,1.0,1.0,0.92,0.08,0.93,T50
3,30,1.0,1.0,1.0,0.0,1.0,MS
3,30,1.0,1.0,0.98,0.02,0.97,HDy
3,30,1.0,1.0,0.98,0.02,0.97,DyS
3,30,1.0,1.0,1.0,0.0,1.0,SORD
3,30,1.0,1.0,0.88,0.12,0.87,SMM
4,30,1.0,1.0,0.93,0.07,0.93,CC
4,30,1.0,1.0,0.98,0.02,0.97,ACC
4,30,1.0,1.0,0.78,0.22,0.77,PCC
4,30,1.0,1.0,0.79,0.21,0.8,PACC
4,30,1.0,1.0,1.0,0.0,1.0,X
4,30,1.0,1.0,1.0,0.0,1.0,MAX
4,30,1.0,1.0,0.72,0.28,0.7,T50
4,30,1.0,1.0,0.94,0.06,0.93,MS
4,30,1.0,1.0,0.97,0.03,0.97,HDy
4,30,1.0,1.0,0.98,0.02,0.97,DyS
4,30,1.0,1.0,0.94,0.06,0.93,SORD
4,30,1.0,1.0,0.82,0.18,0.83,SMM
5,30,1.0,1.0,0.93,0.07,0.93,CC
5,30,1.0,1.0,0.98,0.02,0.97,ACC
5,30,1.0,1.0,0.84,0.16,0.83,PCC
5,30,1.0,1.0,0.87,0.13,0.87,PACC
5,30,1.0,1.0,0.98,0.02,0.97,X
5,30,1.0,1.0,1.0,0.0,1.0,MAX
5,30,1.0,1.0,1.0,0.0,1.0,T50
5,30,1.0,1.0,1.0,0.0,1.0,MS
5,30,1.0,1.0,0.98,0.02,0.97,HDy
5,30,1.0,1.0,0.99,0.01,0.97,DyS
5,30,1.0,1.0,1.0,0.0,1.0,SORD
5,30,1.0,1.0,0.91,0.09,0.9,SMM
6,30,1.0,1.0,0.97,0.03,0.97,CC
6,30,1.0,1.0,1.0,0.0,1.0,ACC
6,30,1.0,1.0,0.85,0.15,0.87,PCC
6,30,1.0,1.0,0.88,0.12,0.87,PACC
6,30,1.0,1.0,0.98,0.02,0.97,X
6,30,1.0,1.0,1.0,0.0,1.0,MAX
6,30,1.0,1.0,1.0,0.0,1.0,T50
6,30,1.0,1.0,1.0,0.0,1.0,MS
6,30,1.0,1.0,0.98,0.02,0.97,HDy
6,30,1.0,1.0,0.98,0.02,0.97,DyS
6,30,1.0,1.0,1.0,0.0,1.0,SORD
6,30,1.0,1.0,0.91,0.09,0.93,SMM
7,30,1.0,1.0,0.97,0.03,0.97,CC
7,30,1.0,1.0,1.0,0.0,1.0,ACC
7,30,1.0,1.0,0.81,0.19,0.83,PCC
7,30,1.0,1.0,0.83,0.17,0.83,PACC
7,30,1.0,1.0,0.98,0.02,0.97,X
7,30,1.0,1.0,1.0,0.0,1.0,MAX
7,30,1.0,1.0,0.98,0.02,1.0,T50
7,30,1.0,1.0,1.0,0.0,1.0,MS
7,30,1.0,1.0,0.98,0.02,1.0,HDy
7,30,1.0,1.0,0.98,0.02,1.0,DyS
7,30,1.0,1.0,1.0,0.0,1.0,SORD
7,30,1.0,1.0,0.87,0.13,0.87,SMM
8,30,1.0,1.0,0.97,0.03,0.97,CC
8,30,1.0,1.0,1.0,0.0,1.0,ACC
8,30,1.0,1.0,0.82,0.18,0.83,PCC
8,30,1.0,1.0,0.85,0.15,0.87,PACC
8,30,1.0,1.0,1.0,0.0,1.0,X
8,30,1.0,1.0,1.0,0.0,1.0,MAX
8,30,1.0,1.0,0.92,0.08,0.9,T50
8,30,1.0,1.0,1.0,0.0,1.0,MS
8,30,1.0,1.0,0.98,0.02,1.0,HDy
8,30,1.0,1.0,0.98,0.02,1.0,DyS
8,30,1.0,1.0,1.0,0.0,1.0,SORD
8,30,1.0,1.0,0.88,0.12,0.87,SMM
9,30,1.0,1.0,0.93,0.07,0.93,CC
9,30,1.0,1.0,0.98,0.02,0.97,ACC
9,30,1.0,1.0,0.85,0.15,0.83,PCC
9,30,1.0,1.0,0.88,0.12,0.9,PACC
9,30,1.0,1.0,1.0,0.0,1.0,X
9,30,1.0,1.0,1.0,0.0,1.0,MAX
9,30,1.0,1.0,1.0,0.0,1.0,T50
9,30,1.0,1.0,1.0,0.0,1.0,MS
9,30,1.0,1.0,0.98,0.02,1.0,HDy
9,30,1.0,1.0,0.98,0.02,1.0,DyS
9,30,1.0,1.0,1.0,0.0,1.0,SORD
9,30,1.0,1.0,0.92,0.08,0.93,SMM
10,30,1.0,1.0,1.0,0.0,1.0,CC
10,30,1.0,1.0,1.0,0.0,1.0,ACC
10,30,1.0,1.0,0.85,0.15,0.87,PCC
10,30,1.0,1.0,0.88,0.12,0.9,PACC
10,30,1.0,1.0,1.0,0.0,1.0,X
10,30,1.0,1.0,1.0,0.0,1.0,MAX
10,30,1.0,1.0,1.0,0.0,1.0,T50
10,30,1.0,1.0,1.0,0.0,1.0,MS
10,30,1.0,1.0,0.98,0.02,0.97,HDy
10,30,1.0,1.0,0.99,0.01,0.97,DyS
10,30,1.0,1.0,1.0,0.0,1.0,SORD
10,30,1.0,1.0,0.92,0.08,0.9,SMM
1,40,0.0,0.0,0.12,0.12,0.88,CC
1,40,0.0,0.0,0.24,0.24,0.75,PCC
1,40,0.0,0.0,0.14,0.14,0.85,PACC
1,40,0.0,0.0,0.04,0.04,0.95,MAX
1,40,0.0,0.0,0.01,0.01,1.0,HDy
1,40,0.0,0.0,0.0,0.0,1.0,DyS
1,40,0.0,0.0,0.14,0.14,0.85,SMM
2,40,0.0,0.0,0.25,0.25,0.75,CC
2,40,0.0,0.0,0.16,0.16,0.85,ACC
2,40,0.0,0.0,0.3,0.3,0.7,PCC
2,40,0.0,0.0,0.21,0.21,0.8,PACC
2,40,0.0,0.0,0.08,0.08,0.92,X
2,40,0.0,0.0,0.13,0.13,0.88,MAX
2,40,0.0,0.0,0.05,0.05,0.95,T50
2,40,0.0,0.0,0.07,0.07,0.92,MS
2,40,0.0,0.0,0.02,0.02,0.98,HDy
2,40,0.0,0.0,0.02,0.02,0.98,DyS
2,40,0.0,0.0,0.06,0.06,0.95,SORD
2,40,0.0,0.0,0.22,0.22,0.78,SMM
3,40,0.0,0.0,0.1,0.1,0.9,CC
3,40,0.0,0.0,0.21,0.21,0.78,PCC
3,40,0.0,0.0,0.11,0.11,0.9,PACC
3,40,0.0,0.0,0.02,0.02,0.98,X
3,40,0.0,0.0,0.01,0.01,1.0,MAX
3,40,0.0,0.0,0.01,0.01,1.0,HDy
3,40,0.0,0.0,0.01,0.01,1.0,DyS
3,40,0.0,0.0,0.11,0.11,0.9,SMM
4,40,0.0,0.0,0.12,0.12,0.88,CC
4,40,0.0,0.0,0.24,0.24,0.75,PCC
4,40,0.0,0.0,0.14,0.14,0.85,PACC
4,40,0.0,0.0,0.01,0.01,0.98,HDy
4,40,0.0,0.0,0.01,0.01,1.0,DyS
4,40,0.0,0.0,0.14,0.14,0.85,SMM
5,40,0.0,0.0,0.05,0.05,0.95,CC
5,40,0.0,0.0,0.22,0.22,0.78,PCC
5,40,0.0,0.0,0.12,0.12,0.88,PACC
5,40,0.0,0.0,0.01,0.01,1.0,HDy
5,40,0.0,0.0,0.01,0.01,1.0,DyS
5,40,0.0,0.0,0.12,0.12,0.88,SMM
6,40,0.0,0.0,0.17,0.17,0.82,CC
6,40,0.0,0.0,0.06,0.06,0.92,ACC
6,40,0.0,0.0,0.26,0.26,0.75,PCC
6,40,0.0,0.0,0.17,0.17,0.82,PACC
6,40,0.0,0.0,0.04,0.04,0.95,MAX
6,40,0.0,0.0,0.01,0.01,0.98,HDy
6,40,0.0,0.0,0.01,0.01,1.0,DyS
6,40,0.0,0.0,0.17,0.17,0.82,SMM
7,40,0.0,0.0,0.12,0.12,0.88,CC
7,40,0.0,0.0,0.29,0.29,0.7,PCC
7,40,0.0,0.0,0.2,0.2,0.8,PACC
7,40,0.0,0.0,0.02,0.02,0.98,X
7,40,0.0,0.0,0.04,0.04,0.95,MAX
7,40,0.0,0.0,0.05,0.05,0.95,T50
7,40,0.0,0.0,0.06,0.06,0.95,MS
7,40,0.0,0.0,0.03,0.03,0.98,HDy
7,40,0.0,0.0,0.03,0.03,0.98,DyS
7,40,0.0,0.0,0.03,0.03,0.98,SORD
7,40,0.0,0.0,0.2,0.2,0.8,SMM
8,40,0.0,0.0,0.12,0.12,0.88,CC
8,40,0.0,0.0,0.28,0.28,0.72,PCC
8,40,0.0,0.0,0.19,0.19,0.8,PACC
8,40,0.0,0.0,0.04,0.04,0.95,MAX
8,40,0.0,0.0,0.01,0.01,1.0,MS
8,40,0.0,0.0,0.01,0.01,0.98,HDy
8,40,0.0,0.0,0.01,0.01,1.0,DyS
8,40,0.0,0.0,0.2,0.2,0.8,SMM
9,40,0.0,0.0,0.12,0.12,0.88,CC
9,40,0.0,0.0,0.25,0.25,0.75,PCC
9,40,0.0,0.0,0.16,0.16,0.85,PACC
9,40,0.0,0.0,0.05,0.05,0.95,X
9,40,0.0,0.0,0.04,0.04,0.95,MAX
9,40,0.0,0.0,0.01,0.01,1.0,HDy
9,40,0.0,0.0,0.01,0.01,1.0,DyS
9,40,0.0,0.0,0.16,0.16,0.85,SMM
10,40,0.0,0.0,0.15,0.15,0.85,CC
10,40,0.0,0.0,0.04,0.04,0.98,ACC
10,40,0.0,0.0,0.23,0.23,0.78,PCC
10,40,0.0,0.0,0.13,0.13,0.88,PACC
10,40,0.0,0.0,0.02,0.02,0.98,X
10,40,0.0,0.0,0.04,0.04,0.95,MAX
10,40,0.0,0.0,0.01,0.01,0.98,HDy
10,40,0.0,0.0,0.01,0.01,1.0,DyS
10,40,0.0,0.0,0.13,0.13,0.88,SMM
1,40,0.05,0.05,0.17,0.12,0.88,CC
1,40,0.05,0.05,0.06,0.01,0.98,ACC
1,40,0.05,0.05,0.26,0.21,0.78,PCC
1,40,0.05,0.05,0.17,0.12,0.88,PACC
1,40,0.05,0.05,0.02,0.03,0.98,X
1,40,0.05,0.05,0.04,0.01,1.0,MAX
1,40,0.05,0.05,0.05,0.0,1.0,T50
1,40,0.05,0.05,0.02,0.03,0.98,MS
1,40,0.05,0.05,0.02,0.03,0.98,HDy
1,40,0.05,0.05,0.02,0.03,0.98,DyS
1,40,0.05,0.05,0.01,0.04,0.95,SORD
1,40,0.05,0.05,0.17,0.12,0.88,SMM
2,40,0.05,0.05,0.23,0.18,0.82,CC
2,40,0.05,0.05,0.13,0.08,0.88,ACC
2,40,0.05,0.05,0.29,0.24,0.75,PCC
2,40,0.05,0.05,0.21,0.16,0.82,PACC
2,40,0.05,0.05,0.11,0.06,0.9,X
2,40,0.05,0.05,0.1,0.05,0.9,MAX
2,40,0.05,0.05,0.1,0.05,0.9,T50
2,40,0.05,0.05,0.07,0.02,0.92,MS
2,40,0.05,0.05,0.04,0.01,0.95,HDy
2,40,0.05,0.05,0.05,0.0,0.95,DyS
2,40,0.05,0.05,0.07,0.02,0.92,SORD
2,40,0.05,0.05,0.21,0.16,0.82,SMM
3,40,0.05,0.05,0.25,0.2,0.8,CC
3,40,0.05,0.05,0.16,0.11,0.9,ACC
3,40,0.05,0.05,0.35,0.3,0.7,PCC
3,40,0.05,0.05,0.27,0.22,0.78,PACC
3,40,0.05,0.05,0.17,0.12,0.88,X
3,40,0.05,0.05,0.19,0.14,0.85,MAX
3,40,0.05,0.05,0.15,0.1,0.9,T50
3,40,0.05,0.05,0.16,0.11,0.9,MS
3,40,0.05,0.05,0.11,0.06,0.95,HDy
3,40,0.05,0.05,0.11,0.06,0.95,DyS
3,40,0.05,0.05,0.16,0.11,0.88,SORD
3,40,0.05,0.05,0.28,0.23,0.78,SMM
4,40,0.05,0.05,0.23,0.18,0.78,CC
4,40,0.05,0.05,0.13,0.08,0.88,ACC
4,40,0.05,0.05,0.31,0.26,0.75,PCC
4,40,0.05,0.05,0.23,0.18,0.78,PACC
4,40,0.05,0.05,0.11,0.06,0.88,X
4,40,0.05,0.05,0.13,0.08,0.88,MAX
4,40,0.05,0.05,0.1,0.05,0.9,T50
4,40,0.05,0.05,0.1,0.05,0.9,MS
4,40,0.05,0.05,0.04,0.01,0.98,HDy
4,40,0.05,0.05,0.05,0.0,0.95,DyS
4,40,0.05,0.05,0.1,0.05,0.9,SORD
4,40,0.05,0.05,0.23,0.18,0.78,SMM
5,40,0.05,0.05,0.23,0.18,0.82,CC
5,40,0.05,0.05,0.13,0.08,0.92,ACC
5,40,0.05,0.05,0.25,0.2,0.8,PCC
5,40,0.05,0.05,0.16,0.11,0.9,PACC
5,40,0.05,0.05,0.08,0.03,0.92,X
5,40,0.05,0.05,0.1,0.05,0.95,MAX
5,40,0.05,0.05,0.02,0.03,0.92,HDy
5,40,0.05,0.05,0.02,0.03,0.92,DyS
5,40,0.05,0.05,0.02,0.03,0.92,SORD
5,40,0.05,0.05,0.16,0.11,0.9,SMM
6,40,0.05,0.05,0.25,0.2,0.8,CC
6,40,0.05,0.05,0.16,0.11,0.9,ACC
6,40,0.05,0.05,0.32,0.27,0.72,PCC
6,40,0.05,0.05,0.24,0.19,0.8,PACC
6,40,0.05,0.05,0.11,0.06,0.95,X
6,40,0.05,0.05,0.13,0.08,0.92,MAX
6,40,0.05,0.05,0.15,0.1,0.9,T50
6,40,0.05,0.05,0.11,0.06,0.95,MS
6,40,0.05,0.05,0.06,0.01,1.0,HDy
6,40,0.05,0.05,0.09,0.04,0.98,DyS
6,40,0.05,0.05,0.11,0.06,0.95,SORD
6,40,0.05,0.05,0.24,0.19,0.8,SMM
7,40,0.05,0.05,0.23,0.18,0.82,CC
7,40,0.05,0.05,0.13,0.08,0.92,ACC
7,40,0.05,0.05,0.31,0.26,0.75,PCC
7,40,0.05,0.05,0.22,0.17,0.82,PACC
7,40,0.05,0.05,0.05,0.0,0.95,X
7,40,0.05,0.05,0.07,0.02,0.92,MAX
7,40,0.05,0.05,0.05,0.0,0.95,T50
7,40,0.05,0.05,0.08,0.03,0.92,MS
7,40,0.05,0.05,0.02,0.03,0.98,HDy
7,40,0.05,0.05,0.02,0.03,0.98,DyS
7,40,0.05,0.05,0.07,0.02,0.92,SORD
7,40,0.05,0.05,0.23,0.18,0.82,SMM
8,40,0.05,0.05,0.2,0.15,0.85,CC
8,40,0.05,0.05,0.1,0.05,0.95,ACC
8,40,0.05,0.05,0.26,0.21,0.8,PCC
8,40,0.05,0.05,0.17,0.12,0.88,PACC
8,40,0.05,0.05,0.08,0.03,0.92,X
8,40,0.05,0.05,0.1,0.05,0.95,MAX
8,40,0.05,0.05,0.01,0.04,0.98,MS
8,40,0.05,0.05,0.02,0.03,0.98,HDy
8,40,0.05,0.05,0.01,0.04,0.98,DyS
8,40,0.05,0.05,0.02,0.03,0.98,SORD
8,40,0.05,0.05,0.17,0.12,0.88,SMM
9,40,0.05,0.05,0.15,0.1,0.9,CC
9,40,0.05,0.05,0.04,0.01,0.95,ACC
9,40,0.05,0.05,0.28,0.23,0.78,PCC
9,40,0.05,0.05,0.19,0.14,0.85,PACC
9,40,0.05,0.05,0.02,0.03,0.98,X
9,40,0.05,0.05,0.04,0.01,0.95,MAX
9,40,0.05,0.05,0.15,0.1,0.9,T50
9,40,0.05,0.05,0.04,0.01,0.95,MS
9,40,0.05,0.05,0.07,0.02,0.98,HDy
9,40,0.05,0.05,0.08,0.03,0.98,DyS
9,40,0.05,0.05,0.04,0.01,0.95,SORD
9,40,0.05,0.05,0.19,0.14,0.85,SMM
10,40,0.05,0.05,0.28,0.23,0.78,CC
10,40,0.05,0.05,0.19,0.14,0.85,ACC
10,40,0.05,0.05,0.26,0.21,0.78,PCC
10,40,0.05,0.05,0.17,0.12,0.88,PACC
10,40,0.05,0.05,0.11,0.06,0.92,X
10,40,0.05,0.05,0.19,0.14,0.85,MAX
10,40,0.05,0.05,0.01,0.04,0.95,MS
10,40,0.05,0.05,0.02,0.03,0.98,HDy
10,40,0.05,0.05,0.01,0.04,0.95,DyS
10,40,0.05,0.05,0.03,0.02,0.98,SORD
10,40,0.05,0.05,0.17,0.12,0.88,SMM
1,40,0.1,0.1,0.2,0.1,0.9,CC
1,40,0.1,0.1,0.1,0.0,0.95,ACC
1,40,0.1,0.1,0.32,0.22,0.78,PCC
1,40,0.1,0.1,0.24,0.14,0.85,PACC
1,40,0.1,0.1,0.11,0.01,0.95,X
1,40,0.1,0.1,0.13,0.03,0.98,MAX
1,40,0.1,0.1,0.1,0.0,0.95,T50
1,40,0.1,0.1,0.12,0.02,0.98,MS
1,40,0.1,0.1,0.06,0.04,0.95,HDy
1,40,0.1,0.1,0.06,0.04,0.95,DyS
1,40,0.1,0.1,0.12,0.02,0.98,SORD
1,40,0.1,0.1,0.25,0.15,0.85,SMM
2,40,0.1,0.1,0.33,0.23,0.78,CC
2,40,0.1,0.1,0.25,0.15,0.85,ACC
2,40,0.1,0.1,0.29,0.19,0.8,PCC
2,40,0.1,0.1,0.21,0.11,0.9,PACC
2,40,0.1,0.1,0.17,0.07,0.92,X
2,40,0.1,0.1,0.19,0.09,0.9,MAX
2,40,0.1,0.1,0.06,0.04,0.9,MS
2,40,0.1,0.1,0.03,0.07,0.88,HDy
2,40,0.1,0.1,0.03,0.07,0.88,DyS
2,40,0.1,0.1,0.07,0.03,0.92,SORD
2,40,0.1,0.1,0.21,0.11,0.9,SMM
3,40,0.1,0.1,0.25,0.15,0.85,CC
3,40,0.1,0.1,0.16,0.06,0.9,ACC
3,40,0.1,0.1,0.31,0.21,0.8,PCC
3,40,0.1,0.1,0.23,0.13,0.88,PACC
3,40,0.1,0.1,0.11,0.01,0.95,X
3,40,0.1,0.1,0.13,0.03,0.92,MAX
3,40,0.1,0.1,0.05,0.05,0.95,T50
3,40,0.1,0.1,0.1,0.0,0.95,MS
3,40,0.1,0.1,0.03,0.07,0.92,HDy
3,40,0.1,0.1,0.03,0.07,0.92,DyS
3,40,0.1,0.1,0.12,0.02,0.92,SORD
3,40,0.1,0.1,0.23,0.13,0.88,SMM
4,40,0.1,0.1,0.28,0.18,0.78,CC
4,40,0.1,0.1,0.19,0.09,0.85,ACC
4,40,0.1,0.1,0.33,0.23,0.78,PCC
4,40,0.1,0.1,0.25,0.15,0.8,PACC
4,40,0.1,0.1,0.23,0.13,0.82,X
4,40,0.1,0.1,0.22,0.12,0.82,MAX
4,40,0.1,0.1,0.1,0.0,0.9,T50
4,40,0.1,0.1,0.12,0.02,0.88,MS
4,40,0.1,0.1,0.1,0.0,0.9,HDy
4,40,0.1,0.1,0.13,0.03,0.88,DyS
4,40,0.1,0.1,0.13,0.03,0.88,SORD
4,40,0.1,0.1,0.26,0.16,0.8,SMM
5,40,0.1,0.1,0.15,0.05,0.95,CC
5,40,0.1,0.1,0.04,0.06,0.92,ACC
5,40,0.1,0.1,0.3,0.2,0.8,PCC
5,40,0.1,0.1,0.21,0.11,0.9,PACC
5,40,0.1,0.1,0.02,0.08,0.92,X
5,40,0.1,0.1,0.04,0.06,0.95,MAX
5,40,0.1,0.1,0.1,0.0,0.95,T50
5,40,0.1,0.1,0.07,0.03,0.98,MS
5,40,0.1,0.1,0.05,0.05,0.95,HDy
5,40,0.1,0.1,0.07,0.03,0.98,DyS
5,40,0.1,0.1,0.07,0.03,0.98,SORD
5,40,0.1,0.1,0.22,0.12,0.88,SMM
6,40,0.1,0.1,0.23,0.13,0.88,CC
6,40,0.1,0.1,0.13,0.03,0.92,ACC
6,40,0.1,0.1,0.28,0.18,0.82,PCC
6,40,0.1,0.1,0.2,0.1,0.9,PACC
6,40,0.1,0.1,0.14,0.04,0.95,X
6,40,0.1,0.1,0.13,0.03,0.92,MAX
6,40,0.1,0.1,0.15,0.05,0.95,T50
6,40,0.1,0.1,0.06,0.04,0.98,MS
6,40,0.1,0.1,0.05,0.05,0.95,HDy
6,40,0.1,0.1,0.07,0.03,0.98,DyS
6,40,0.1,0.1,0.07,0.03,0.98,SORD
6,40,0.1,0.1,0.2,0.1,0.9,SMM
7,40,0.1,0.1,0.4,0.3,0.7,CC
7,40,0.1,0.1,0.34,0.24,0.78,ACC
7,40,0.1,0.1,0.4,0.3,0.7,PCC
7,40,0.1,0.1,0.34,0.24,0.75,PACC
7,40,0.1,0.1,0.29,0.19,0.8,X
7,40,0.1,0.1,0.28,0.18,0.78,MAX
7,40,0.1,0.1,0.15,0.05,0.85,T50
7,40,0.1,0.1,0.3,0.2,0.8,MS
7,40,0.1,0.1,0.16,0.06,0.82,HDy
7,40,0.1,0.1,0.15,0.05,0.85,DyS
7,40,0.1,0.1,0.28,0.18,0.78,SORD
7,40,0.1,0.1,0.35,0.25,0.75,SMM
8,40,0.1,0.1,0.2,0.1,0.9,CC
8,40,0.1,0.1,0.1,0.0,1.0,ACC
8,40,0.1,0.1,0.31,0.21,0.8,PCC
8,40,0.1,0.1,0.22,0.12,0.88,PACC
8,40,0.1,0.1,0.11,0.01,0.98,X
8,40,0.1,0.1,0.1,0.0,1.0,MAX
8,40,0.1,0.1,0.15,0.05,0.95,T50
8,40,0.1,0.1,0.1,0.0,1.0,MS
8,40,0.1,0.1,0.09,0.01,1.0,HDy
8,40,0.1,0.1,0.12,0.02,0.98,DyS
8,40,0.1,0.1,0.09,0.01,1.0,SORD
8,40,0.1,0.1,0.23,0.13,0.88,SMM
9,40,0.1,0.1,0.2,0.1,0.9,CC
9,40,0.1,0.1,0.1,0.0,1.0,ACC
9,40,0.1,0.1,0.27,0.17,0.82,PCC
9,40,0.1,0.1,0.19,0.09,0.92,PACC
9,40,0.1,0.1,0.08,0.02,0.98,X
9,40,0.1,0.1,0.13,0.03,0.98,MAX
9,40,0.1,0.1,0.1,0.0,1.0,T50
9,40,0.1,0.1,0.05,0.05,0.95,MS
9,40,0.1,0.1,0.05,0.05,0.95,HDy
9,40,0.1,0.1,0.07,0.03,0.98,DyS
9,40,0.1,0.1,0.06,0.04,0.95,SORD
9,40,0.1,0.1,0.19,0.09,0.92,SMM
10,40,0.1,0.1,0.15,0.05,0.9,CC
10,40,0.1,0.1,0.04,0.06,0.92,ACC
10,40,0.1,0.1,0.29,0.19,0.8,PCC
10,40,0.1,0.1,0.21,0.11,0.85,PACC
10,40,0.1,0.1,0.05,0.05,0.95,X
10,40,0.1,0.1,0.04,0.06,0.95,MAX
10,40,0.1,0.1,0.05,0.05,0.95,MS
10,40,0.1,0.1,0.02,0.08,0.92,HDy
10,40,0.1,0.1,0.01,0.09,0.9,DyS
10,40,0.1,0.1,0.05,0.05,0.95,SORD
10,40,0.1,0.1,0.21,0.11,0.85,SMM
1,40,0.15,0.15,0.2,0.05,0.95,CC
1,40,0.15,0.15,0.1,0.05,0.95,ACC
1,40,0.15,0.15,0.3,0.15,0.85,PCC
1,40,0.15,0.15,0.22,0.07,0.92,PACC
1,40,0.15,0.15,0.08,0.07,0.92,X
1,40,0.15,0.15,0.13,0.02,0.98,MAX
1,40,0.15,0.15,0.2,0.05,0.95,T50
1,40,0.15,0.15,0.09,0.06,0.95,MS
1,40,0.15,0.15,0.1,0.05,0.95,HDy
1,40,0.15,0.15,0.12,0.03,0.98,DyS
1,40,0.15,0.15,0.09,0.06,0.92,SORD
1,40,0.15,0.15,0.22,0.07,0.92,SMM
2,40,0.15,0.15,0.28,0.13,0.82,CC
2,40,0.15,0.15,0.19,0.04,0.9,ACC
